x,y,z0,t,Δsp1,Δsp2,zmax
149.477,32.33,-1952.6591142162174,2008-11-21T06:36:51.0,-0.1911665717578127,-0.1838102229134118,-613.5550715574276
146.963,33.931,-1975.3126730266351,2008-11-21T16:09:41.0,0.7564246216971631,0.6016441484067839,-574.4657932466355
149.76,31.035,-1975.8888232330303,2008-11-21T17:15:27.0,0.2316198606249631,0.16206389696220383,-693.3128358952796
148.904,33.663,-1975.4561375027195,2008-11-22T23:54:13.0,0.2614261422170082,0.18039183137012513,-693.0620585183362
148.073,33.874,-1975.518944632819,2008-11-26T13:16:42.0,0.5525079828427869,0.4653872233687031,-653.7610518429833
149.693,31.184,-1926.278025300508,2008-11-26T17:22:38.0,0.17652206960127761,0.13647443436957887,-613.3160777989539
145.649,34.295,-1974.9560012083077,2008-11-26T21:07:00.0,0.6486604236741791,0.5662649947837054,-653.4405909915939
157.523,28.694,-1967.4013868927068,2008-11-28T16:11:20.0,-0.13826202339092916,-0.1115439096591799,-574.2166136118092
149.989,33.609,-1926.8722332563618,2008-11-28T20:23:04.0,0.031247147989397567,-0.026551407923059267,-694.1537358247999
158.942,25.511,-1927.315780627423,2008-11-30T15:53:03.0,-0.27073635054853257,-0.26359627359859567,-673.6041371963165
149.264,32.215,-1975.795210522102,2008-12-01T06:44:42.0,-0.21410234645185228,-0.1901943555102757,-772.107979545084
148.671,34.654,-1975.1900673175976,2008-12-01T16:09:50.0,1.1600260543087273,0.9110813013741985,-475.5012559852821
149.737,34.308,-1975.2488927201339,2008-12-02T22:22:29.0,0.30100833453613557,0.196331321520085,-633.8430074783967
143.54,35.694,-1926.23073438399,2008-12-04T18:09:56.0,-2.050961428837674,-1.4419121632125063,-544.5784874706436
144.257,35.873,-1926.2989003085497,2008-12-05T01:07:34.0,-0.7106109811384866,-0.6527049864329859,-496.05036085586664
149.381,35.222,-1975.191238032679,2008-12-06T13:36:47.0,-0.6576836503258368,-0.5549576573061487,-475.0816840163345
147.18,33.537,-1975.1823024356472,2008-12-06T22:23:31.0,0.4314411798645451,0.35481087848554727,-692.8715571490446
157.361,28.302,-1926.9157595058787,2008-12-08T16:10:43.0,-0.1308694253376329,-0.12158909379046633,-673.4643085098271
150.586,33.363,-1927.6011902495004,2008-12-09T03:59:08.0,-0.04208482287263694,-0.027908899144892377,-644.6833469730668
150.755,34.676,-1973.799598880937,2008-12-10T01:31:17.0,0.6210674490371509,0.45937762537696625,-664.0280400359499
159.401,25.179,-1926.7707821095757,2008-12-10T13:50:50.0,-0.029188912420611883,-0.10325766332693166,-573.9705087806304
148.671,31.791,-1975.766297945521,2008-12-11T06:45:26.0,-0.19016146546665205,-0.1713264163721795,-613.780543241696
144.889,34.32,-1974.066711835863,2008-12-14T21:42:55.0,-0.03514478143745726,-0.043269622381750826,-693.8147153612983
145.94,34.077,-1975.2880126790153,2008-12-15T05:55:32.0,0.37745127944209167,0.23101598913656674,-743.2004165279286
148.167,34.567,-1974.7131482995442,2008-12-16T22:18:49.0,0.9857781654436766,0.695936653043161,-673.31672693089
156.817,27.957,-1926.7698058085005,2008-12-18T13:36:01.0,-0.2568097916580688,-0.22737550042359173,-574.3482440713524
151.268,33.072,-1926.8615010728552,2008-12-19T03:35:46.0,0.07466471574317644,-0.006873909122194343,-743.5606964886011
153.733001708984,31.7759990692139,-1927.7587536865167,2008-12-19T05:00:04.0,-0.6995124840145027,-0.5159610823425036,-842.7629802134684
151.104,33.667,-1923.606485089761,2008-12-20T09:55:49.0,0.010845988925966053,-0.03413786767069919,-634.1152989555806
159.647,24.818,-1927.2135819986634,2008-12-20T15:45:51.0,0.07377319533979305,0.007078476943565337,-1138.1823544444446
151.396,34.163,-1974.8800367720396,2008-12-21T13:29:33.0,0.37033629254927153,0.241085711017132,-633.7518768838827
149.037,33.721,-1975.0529429885505,2008-12-22T21:23:39.0,-0.12768037400244842,-0.07554969907877289,-693.2565590719086
143.435,35.858,-1974.5899638893736,2008-12-25T01:28:49.0,-0.653911453783988,-0.5586997079442942,-496.2490873043384
143.894,34.333,-1927.3433287552436,2008-12-25T02:38:12.0,0.20670067102416545,0.0992185510209671,-693.6160285168457
147.723,34.154,-1927.0777620914307,2008-12-25T10:06:32.0,1.1408054426768852,0.9320191424958136,-546.1364399747574
149.756,34.953,-1974.5489765559198,2008-12-26T19:38:10.0,0.5698100548754464,0.4045741063079913,-732.3616456539256
156.403,27.485,-1926.8388529618705,2008-12-28T16:08:30.0,-0.2817652351634614,-0.17971183319713288,-594.2793329787314
152.873001098633,31.386999130249,-1927.918824617854,2008-12-29T09:26:24.0,-0.5668219059982434,-0.4189890661783317,-793.5300949114179
151.635,32.828,-1974.3169898108324,2008-12-29T10:24:58.0,-0.04495988862634533,-0.038875331287019955,-644.6134883613443
152.317,33.213,-1924.497080884689,2008-12-30T17:01:02.0,0.41856126839787133,0.29601801178591025,-586.986423872657
149.047,34.337,-1975.243972782194,2009-01-02T00:27:44.0,0.3971290682017474,0.28620183443885083,-613.6488054523359
145.811,34.826,-1926.67113761195,2009-01-04T09:40:31.0,1.7607669434708615,1.3436947150084217,-495.89751263438296
148.73,35.829,-1926.011197701306,2009-01-04T13:58:02.0,0.3979075148868194,0.2778578582017325,-496.0522724105553
149.747,34.891,-1975.1496182260726,2009-01-05T19:49:44.0,0.4747873219492,0.3492465610062154,-712.4803702690291
156.176,27.188,-1926.7834904862675,2009-01-07T13:34:57.0,-0.2150233026558345,-0.12970122001361756,-613.8054996422861
152.121994018555,31.3519992828369,-1975.4441301196582,2009-01-08T14:53:21.0,-0.5495117315912208,-0.411627728748807,-842.8912545967389
152.682,32.66,-1926.7315155963454,2009-01-08T15:19:31.0,0.13609597195362627,0.06898515295164946,-644.2266014932976
151.044,33.699,-1975.5484148904607,2009-01-09T11:07:52.0,0.7494340925726081,0.6416015108719587,-614.0782930553136
148.687,35.813,-1974.8928009800745,2009-01-11T23:58:16.0,0.48002253537416406,0.3074455962159141,-316.52940513077436
148.288,34.359,-1926.9455152312453,2009-01-14T14:06:31.0,1.6711349581466537,1.244751461755141,-545.3346796949543
156.123,27.157,-1926.886369539383,2009-01-17T16:00:50.0,-0.12449375803530636,-0.10193066801678888,-614.0050285611973
151.055999755859,31.3320007324219,-1928.0258858944958,2009-01-18T18:33:58.0,-0.29709015980908704,-0.25183228824009823,-793.5336719303968
152.375,33.283,-1975.6181680374843,2009-01-19T13:21:33.0,1.170155047224062,0.9197022224756287,-554.1982137630466
155.224,30.809,-1959.4954157948193,2009-01-23T04:22:12.0,0.1490061211035447,0.12326077263660636,-653.1360678844997
156.105,27.214,-1927.2718775256897,2009-01-27T13:25:54.0,-0.08584982030758946,-0.06084377519617609,-594.1924212791995
150.850997924805,31.5590000152588,-1976.7877913734085,2009-01-28T21:50:30.0,-0.4118891215867498,-0.35438100746978957,-843.5692555497459
164.851,20.9,-1930.76417229019,2009-01-29T14:18:16.0,0.07677549453244271,-0.009823601593677407,-1189.8665347887702
160.2010040283203,24.441999435424805,-1971.95502811699,2009-01-29T14:35:05.0,0.007420820794550983,0.0033723354701969297,-614.6207640840025
143.240005493164,35.689998626709,-1975.3074212381132,2009-01-30T19:48:23.0,0.3852200974879175,0.3431439703904065,-495.2660530533714
143.511,35.504,-1975.5361272879704,2009-01-31T12:33:16.0,0.2989707752318366,0.2916254544808007,-495.17505597720555
154.876,31.01,-1925.8133647851705,2009-02-02T01:58:27.0,0.14015878816693234,0.07816667266750886,-751.5050212187705
151.29,34.056,-1975.1932354227538,2009-02-02T14:02:17.0,1.0544822673389564,0.8374945342953678,-554.1617543317966
145.75,37.742,-1975.0474924916664,2009-02-04T02:29:23.0,-0.18518058921368952,-0.14507883949237224,-326.97984976932906
144.587,34.737,-1975.1759157870617,2009-02-05T12:33:32.0,0.7132956516328658,0.5598724998838677,-593.6317637758292
155.96,27.446,-1927.3366563557206,2009-02-06T16:18:27.0,-0.07016824945541858,-0.04139156972953409,-555.0524494057844
150.667,33.584,-1974.9776320723877,2009-02-07T13:33:24.0,0.8758510335506374,0.7084585155280401,-593.789468480441
150.688995361328,31.2600002288818,-1928.4308585087351,2009-02-08T02:02:57.0,-0.1728678350978012,-0.14012597264665422,-793.8351815636161
160.32400512695312,24.503000259399414,-1977.2616934393993,2009-02-08T10:07:27.0,-0.013568339139493511,-0.018863148463916565,-1039.7637209152342
144.763000488281,35.1829986572266,-1975.0996134142001,2009-02-09T23:47:07.0,-0.043828277705669265,0.07331822621395663,-544.3057104492377
145.994,33.645,-1975.4591627762952,2009-02-10T12:37:35.0,0.33723819816746886,0.37214117943241204,-792.0945441678172
154.525,31.081,-1963.6824417110586,2009-02-12T04:20:46.0,0.08571463227458141,0.06996000811266101,-653.121617754254
146.115,37.713,-1961.1890963527178,2009-02-12T05:56:55.0,-0.12861937161863635,-0.07598234549237819,-476.26467648440723
150.697,32.877,-1947.4543562136187,2009-02-12T15:42:53.0,0.5769874068972233,0.47159529167164244,-613.8239622776442
144.643,37.265,-1926.7506299975314,2009-02-14T05:56:59.0,-0.2512303566214434,-0.2227831980678124,-346.9119092110622
143.243,35.546,-1974.8405670459022,2009-02-14T16:38:19.0,-0.42418250988730155,-0.29136787633564776,-989.359957002747
150.231,33.639,-1975.6569526682974,2009-02-14T20:08:02.0,1.0641586934432752,0.9146895908651189,-613.8834290389644
146.881,33.226,-1975.529357604476,2009-02-15T12:36:58.0,0.012407004636890717,0.08618927799079862,-792.0238054280943
145.761,37.63,-1974.2806217942486,2009-02-16T03:29:26.0,-0.0502099920519476,-0.049112241816525994,-594.6685082451778
155.719,27.514,-1927.129960024811,2009-02-16T13:49:28.0,-0.12442078860186948,-0.12338298627735098,-594.4761480927986
151.738,32.612,-1966.3850309640336,2009-02-17T15:57:48.0,0.73136095694311,0.5486535155859797,-594.333231405155
150.449005126953,31.2600002288818,-1977.4264914092787,2009-02-18T05:21:27.0,-0.008293534073611908,0.0002510767501660992,-843.589946987268
145.706,37.633,-1974.280093449786,2009-02-18T05:56:56.0,0.02057392832150742,0.004098567862451514,-525.5767811665603
149.725,35.162,-1927.5003420880103,2009-02-18T06:13:04.0,-1.8255498003807178,-1.432245367351231,-596.3816183197856
160.9739990234375,24.3799991607666,-1970.6840140286156,2009-02-18T14:27:24.0,0.10922865415853905,0.05548293431318928,-594.314042521506
147.070999145508,33.9249992370605,-1975.6087908184538,2009-02-20T03:26:58.0,1.0233640881362154,0.8351262749864968,-643.8607186474073
145.688,37.72,-1974.6580689838315,2009-02-20T03:33:56.0,0.015856087643968727,-0.0065871919099018015,-496.56339882864535
147.323,33.364,-1975.30962062223,2009-02-20T12:38:42.0,0.20539939417599398,0.2542465406099823,-693.1785896205048
154.36,31.329,-1925.9600603507697,2009-02-22T01:43:24.0,-0.21037275041162226,-0.17967779812950815,-652.8114080979317
145.796,37.903,-1972.4628166168861,2009-02-22T05:56:56.0,-0.05723931123598305,-0.04663826558072978,-352.24271698034715
152.711,32.572,-1975.3430072893134,2009-02-22T16:10:39.0,0.664315202981447,0.5104689450286427,-593.8401596467969
145.691,38.12,-1975.6688801946443,2009-02-24T03:24:26.0,-0.2493940720540273,-0.19087874022553877,-545.5503942846191
144.385,36.877,-1975.1994280231104,2009-02-24T09:07:38.0,-0.027144539432803347,-0.017427808903249707,-495.90749077449533
147.992,32.013,-1926.4418300633263,2009-02-24T17:17:21.0,0.23332625684349992,0.15548495415250352,-673.2642604324221
144.418,34.955,-1975.2369937843018,2009-02-24T19:05:14.0,0.9660327865523416,0.7285791786891054,-534.9097403731284
151.211,33.138,-1975.4457090954504,2009-02-24T22:10:54.0,1.1736504706509243,0.9454250749286999,-554.7991418373219
147.533,33.306,-1975.5159891752664,2009-02-25T12:39:57.0,-0.01709147267508614,0.02890493085238534,-633.5011970686588
145.481,38.378,-1973.2635996742233,2009-02-26T05:58:56.0,-0.2781025271413988,-0.20605797668472026,-565.0369305246936
155.761,27.558,-1927.123551104768,2009-02-26T16:08:43.0,-0.0376490723834208,-0.03195963832190615,-594.4741707878342
145.228,38.465,-1974.0347373561995,2009-02-28T03:20:27.0,-0.4544353683683854,-0.32326707527117,-327.25592594382397
150.274002075195,31.2339992523193,-1927.7461108128316,2009-02-28T10:25:54.0,-0.023515662549381602,-0.012656382991761481,-892.7414634638465
149.509002685547,35.5530014038086,-1976.4127510164587,2009-02-28T15:59:52.0,-1.9225575701892268,-1.5317740086195744,-645.4525706588806
148.324005126953,35.2639999389648,-1975.282343700245,2009-03-02T07:33:02.0,-0.90790134765951,-0.721636379917302,-494.98735077621393
147.637,33.431,-1975.495068763437,2009-03-02T12:46:22.0,0.08047210447697918,0.06439696888403336,-772.5237060233212
154.155,31.62,-1925.618804919223,2009-03-04T03:38:23.0,-0.3148534824892257,-0.2382846851901156,-672.1973384528001
147.102,37.404,-1968.4209313852182,2009-03-04T05:53:27.0,-1.2847803995910019,-0.9439793459354712,-505.98384117540064
146.369,37.393,-1973.9289986905653,2009-03-06T03:18:33.0,-1.2832276344081537,-0.9542169818829224,-451.22283259880567
145.168,34.62,-1975.78591484097,2009-03-06T05:55:53.0,1.6607561823818053,1.306061780863639,-496.10440146209123
144.553,36.727,-1973.553983509869,2009-03-06T13:45:43.0,0.09393808370053788,0.09571312175465774,-397.06462432684486
147.958,32.083,-1926.2339118853183,2009-03-06T16:03:30.0,0.17449322523960684,0.08562459525439368,-1088.6544386787211
151.78,32.952,-1975.280010998149,2009-03-06T22:15:51.0,0.5470125781310686,0.400950694813608,-692.9058371698081
147.736,33.636,-1975.1656823275605,2009-03-07T12:46:37.0,0.12631802746445872,0.10687766878184773,-752.7256451368147
144.384,37.964,-1972.8452326552201,2009-03-08T03:35:27.0,0.031921689920930314,0.004165462728077397,-525.4622017408442
146.172,38.003,-1960.941538645763,2009-03-08T05:56:33.0,-1.1795557111783541,-0.9250105356480799,-446.1474597839353
143.274,35.885,-1975.2737172227812,2009-03-09T06:17:56.0,-1.2500637825178909,-1.0161203119280733,-574.0716105267481
144.169,37.893,-1972.4645804017232,2009-03-10T05:55:27.0,0.021797919328150183,0.006117637717909677,-1088.996000679962
150.199005126953,31.3619995117188,-1977.311628158232,2009-03-10T14:17:33.0,0.025637213570485696,0.01409520250542367,-645.4839138309801
146.294,37.467,-1973.0311853583487,2009-03-12T03:11:32.0,-1.0789759091366389,-0.8535017556541816,-470.72954924697376
144.151,37.796,-1974.8412565172166,2009-03-12T03:32:28.0,0.049647371671030324,0.009981532871743212,-278.3165969123221
147.402,34.327,-1974.9505739727656,2009-03-12T12:54:21.0,0.7829307131704017,0.6594409347066583,-653.735690449168
145.649,37.244,-1975.7250375376907,2009-03-14T05:50:06.0,-1.0485076736310117,-0.8069499329048628,-444.1967979119252
143.986,37.655,-1973.7846148545334,2009-03-14T06:00:58.0,0.002708638100531756,-0.017842789840635503,-584.9680682345381
144.845,35.98,-1975.25727000432,2009-03-14T08:49:59.0,-0.46915234792960925,-0.42910656318618806,-494.75832270602245
143.945,37.466,-1975.9810264163198,2009-03-16T03:07:28.0,0.08543059847204401,0.026812161252804546,-892.1655763198178
145.376,37.62,-1975.4623026136833,2009-03-16T03:28:04.0,-1.004598682635555,-0.7750609363211055,-411.69400988796673
146.003,33.687,-1926.7610943957986,2009-03-16T10:13:54.0,1.7290600505034528,1.3881000250244169,-545.5640942050395
144.833,36.701,-1926.1585538598988,2009-03-16T17:58:00.0,-0.17713917441201998,-0.12110253676986656,-337.4158833977232
152.95,32.576,-1975.1455464129783,2009-03-16T19:27:31.0,0.3084503461341437,0.19451518038135537,-653.4368356301065
147.372,35.661,-1974.5256764692977,2009-03-17T13:04:08.0,-0.24949380313063071,-0.17210670367862987,-989.547630156468
145.682,38.075,-1972.825629982137,2009-03-18T04:44:34.0,-1.0850262581952301,-0.8253396631418946,-382.05846537605396
144.013,37.349,-1974.035146878818,2009-03-18T05:58:22.0,0.03822816553007018,-0.004526515215280193,-991.1783879135631
145.16,34.36,-1975.0434196490646,2009-03-19T06:32:39.0,1.204266799872687,0.8820457342873081,-653.7338367231972
144.193,37.399,-1974.4195591376304,2009-03-20T04:01:28.0,-0.015484837206891405,-0.045888185884023484,-990.3837316999286
146.323,37.812,-1962.941531239603,2009-03-20T05:52:04.0,-1.0393446456037652,-0.7402030808630965,-466.2588263948879
150.959,34.06,-1974.897456868641,2009-03-20T13:26:30.0,1.1803518273206444,1.0039229393820484,-574.4594562826866
150.378005981445,31.7779998779297,-1927.9551717864251,2009-03-20T17:35:24.0,0.12217387008525267,0.08944379670084494,-745.2241476489197
146.154,37.237,-1973.0715599774521,2009-03-22T04:54:35.0,-0.7399272771068425,-0.5183341298219523,-402.0990207511485
144.31,37.526,-1975.085549226513,2009-03-22T06:00:28.0,-0.12486669066648026,-0.12245348687843527,-332.4364657959466
154.591,30.966,-1968.8167280630316,2009-03-23T10:42:56.0,-0.26052879068404167,-0.21739130419001826,-633.7233165754634
154.325,31.775,-1973.211291153644,2009-03-24T04:29:34.0,-0.682260398009483,-0.5505234363968714,-613.4843374985387
145.468,37.132,-1959.1271728499103,2009-03-24T05:59:35.0,-1.0122670920842842,-0.7719702500021504,-416.56580128054975
145.221,38.561,-1975.19740372436,2009-03-26T06:03:59.0,-0.06254403584694344,-0.07583270887859021,-545.8257350110604
145.97,33.918,-1927.2150197546973,2009-03-26T11:14:07.0,1.5568420576177313,1.27023829931695,-594.6635416493559
144.501,37.549,-1926.7019208192771,2009-03-26T21:15:06.0,-0.4567499105706953,-0.27756470135700306,-544.885275829788
146.035,33.218,-1975.0389011944433,2009-03-29T08:45:45.0,1.6690582064267587,1.3219647187697114,-653.2036399248447
145.708,37.559,-1974.686431155162,2009-03-30T05:54:35.0,-1.3877793371808136,-1.0427231203606877,-431.1104637327387
150.707992553711,32.2529983520508,-1927.9776210377368,2009-03-30T21:41:21.0,0.158488017138724,0.11826581934782503,-694.8267922316492
157.867,26.294,-1976.6151245885815,2009-04-02T01:01:37.0,0.11516189133023173,0.13649485340287834,-693.6667724264275
153.9,31.551,-1925.5313664341681,2009-04-03T01:51:23.0,-0.7842661395835371,-0.6313287246895062,-652.6015150791599
145.002,37.418,-1971.8598396870266,2009-04-03T05:58:06.0,-1.4727424243208542,-1.0980156600262614,-504.99307909069177
143.704,35.303,-1975.1773269650935,2009-04-03T21:40:13.0,-1.5438422477395246,-1.2149749285921683,-455.2681458146139
145.117,37.536,-1975.5753949042537,2009-04-05T03:24:06.0,-1.5761110069102788,-1.1802998240933296,-469.83540013539465
145.621,37.728,-1925.9828075735168,2009-04-06T02:06:48.0,-1.0079947901229165,-0.7062477186954041,-396.53398902729725
150.141,34.429,-1975.1300276231914,2009-04-06T16:02:44.0,0.6265483028767505,0.479986838003208,-693.2145430923547
145.186,37.478,-1975.0939959958805,2009-04-07T05:52:50.0,-1.7216458604679163,-1.3121046362172846,-545.3836917246919
144.828,35.0,-1974.6392559737458,2009-04-09T00:01:52.0,1.3829546129397603,1.032718823539245,-672.7967576660832
144.997,37.442,-1973.7237905206273,2009-04-09T03:28:06.0,-1.5701316762467215,-1.2150338340338618,-525.2887316623279
151.748001098633,33.0270004272461,-1928.738092701692,2009-04-10T01:33:39.0,0.39775106303918056,0.2621269457833404,-645.6914944284018
149.255004882812,33.6279983520508,-1977.5274392729195,2009-04-10T06:50:57.0,0.4086919347480298,0.34701332165050747,-744.8117808406934
149.097,33.671,-1974.9630192107888,2009-04-11T13:20:49.0,0.21952405801739705,0.14033152792374762,-613.7827274654696
158.447,26.173,-1976.3374403719715,2009-04-12T03:21:59.0,0.05844455187888825,0.03870898180517369,-1039.9365153359659
154.321,31.385,-1951.5327462265113,2009-04-13T03:47:03.0,-0.15179676976427833,-0.10544224091443648,-534.2785890705152
153.444,31.03,-1969.003181108795,2009-04-13T04:28:02.0,-0.39324534830391394,-0.3108836456799162,-593.420672111667
146.998,32.908,-1975.385661699383,2009-04-13T05:54:47.0,0.793921611804683,0.6806260897859334,-653.2207177782427
145.85,34.379,-1974.941749674736,2009-04-13T21:33:23.0,1.5647203886974688,1.2408083933182459,-534.3422018153445
157.92,28.206,-1976.0364373811576,2009-04-14T04:27:41.0,0.20981288969717513,0.1572842759353328,-574.139165656919
145.409,37.109,-1975.8470282526466,2009-04-15T05:57:07.0,-1.212551585423648,-0.9216764688980372,-426.9675355999521
145.822,36.383,-1926.3109346151223,2009-04-16T06:14:47.0,-0.15885560545093216,-0.05740329947144956,-495.9291322490952
145.882,37.219,-1972.6813915432697,2009-04-16T13:14:38.0,-0.0011503229332100497,0.09215519886702252,-594.8882283268553
148.97,32.896,-1975.387655563612,2009-04-16T16:05:06.0,0.35887504760416006,0.26835629034421726,-712.9975010431677
145.044,36.746,-1975.2223256050036,2009-04-17T03:13:37.0,-0.8325855259236765,-0.6042960852468088,-406.8717563789488
145.997,33.452,-1975.0981002821409,2009-04-18T08:51:16.0,1.3756625070864275,1.0893924683078118,-614.0911848592621
146.324,35.358,-1975.4629420041676,2009-04-19T00:06:28.0,0.17250923527485243,0.12823878538794567,-415.64006692060235
144.475,37.114,-1974.5679988991885,2009-04-19T05:57:37.0,-0.8595240377792971,-0.6766091367550935,-421.1231132206994
163.709,21.635,-1961.7884549514758,2009-04-19T14:27:06.0,0.014717061959597806,-0.001772931844267638,-972.4151219261694
149.395004272461,31.9750003814697,-1928.4157138255594,2009-04-20T11:16:15.0,0.34917561423254295,0.23567553498884714,-745.1130836442967
144.594,37.609,-1975.0709344797199,2009-04-21T03:29:07.0,-0.9866902739317136,-0.7705785873755677,-411.99157093758623
149.408,32.158,-1975.2143946261947,2009-04-21T13:17:10.0,0.6133703927025831,0.44216590467155875,-673.6520924744335
145.487,36.376,-1967.2234305666248,2009-04-21T13:45:33.0,-0.08650766918236831,0.01020167119429069,-258.32612468505556
158.684,25.902,-1976.2778738239306,2009-04-22T00:52:59.0,-0.036753769277130165,-0.06619732213817824,-594.3489489045957
153.01,30.718,-1925.8590297848575,2009-04-23T01:56:25.0,0.047394861807323344,0.04682998623572413,-613.5373768255348
146.721,35.815,-1974.6957102130414,2009-04-23T22:32:56.0,0.02727759317382769,0.05855721946614557,-494.9635528957791
157.42,28.061,-1975.8615339731004,2009-04-24T01:51:27.0,0.25154675723332504,0.21247398863147168,-554.5311737861126
145.28,37.555,-1975.0804441430864,2009-04-25T03:31:38.0,-1.0742601796357578,-0.7979762022625512,-456.56429474804133
145.807,33.522,-1927.673549847299,2009-04-26T02:59:27.0,1.2724857853178784,1.0044454333532509,-644.6746519640452
146.464,35.987,-1926.3779868204342,2009-04-26T09:59:07.0,0.18781767419798118,0.18989378919947777,-545.7526073829489
145.978,36.117,-1975.8234974907525,2009-04-26T13:48:35.0,0.1605329643935988,0.1380215177443956,-318.2059025968038
149.82,31.955,-1975.3460029398768,2009-04-26T16:05:21.0,0.40212812068818554,0.3076902439436901,-693.359439936192
144.854,37.356,-1974.6238328445002,2009-04-27T06:02:38.0,-1.224008386696038,-0.9344982973954392,-421.01499469552283
148.358,36.296,-1974.6123451693177,2009-04-29T00:02:17.0,-0.6011784184245738,-0.4172429884378404,-375.7774910277691
144.468,37.64,-1973.8855532487987,2009-04-29T03:34:38.0,-1.0029232267333101,-0.7670426994361511,-396.43803435344444
149.977005004883,31.8640003204346,-1928.2366950649225,2009-04-30T15:23:00.0,0.2647112823584883,0.14785974154063375,-745.0209473479873
146.435,36.25,-1975.99701590016,2009-05-01T11:16:54.0,0.17530210251137487,0.15236813953100148,-277.85909694764814
150.567,32.176,-1975.6049320269153,2009-05-01T13:13:34.0,0.21380510679198597,0.2223280169126065,-692.8518827661837
158.957,25.769,-1976.2968807048242,2009-05-02T03:23:25.0,-0.07054501748886788,-0.08924801963291182,-594.2556249722867
145.032,38.046,-1973.8139290602608,2009-05-03T03:53:39.0,-0.8711240468652959,-0.6638768807878188,-366.60447746573186
152.655,30.46,-1962.305491277696,2009-05-03T04:31:13.0,0.12209301299382339,0.09658347036491098,-633.452265650446
156.855,27.834,-1975.6006397219514,2009-05-04T04:29:49.0,0.3007073742654995,0.24368221573685817,-574.2545955723856
145.573,37.766,-1974.3549513014457,2009-05-05T06:04:09.0,-0.6516469854386906,-0.47701682757518227,-317.16840510680635
153.631,32.247,-1975.4949229474819,2009-05-05T19:36:15.0,-0.10506267457105162,-0.07025189787047215,-712.7393607627537
147.893,36.314,-1974.4126002342973,2009-05-06T13:49:54.0,-0.1253484330309393,-0.02667944313352288,-1138.6141228809815
146.875,36.343,-1972.2442903531605,2009-05-06T14:02:44.0,0.16720597920673627,0.1540000635222059,-396.97899970813717
150.733,32.403,-1975.3709009541517,2009-05-06T16:05:33.0,-0.102436239069125,-0.11925017779305831,-554.437220643265
145.874,36.953,-1973.6129259742909,2009-05-07T03:20:09.0,-0.19131946912478298,-0.027773134854444773,-491.25006086665786
145.74,35.917,-1974.2848227534937,2009-05-09T05:42:09.0,-0.39135683443300395,-0.2525901611587612,-421.26663166301194
165.725,20.084,-1979.7955748870836,2009-05-10T02:11:00.0,0.07238774151456312,0.06487658319933728,-617.0728662991594
150.399002075195,32.314998626709,-1976.5657352822898,2009-05-10T18:41:27.0,-0.1442022387219347,-0.18048010214906368,-596.6252830267639
145.968,34.695,-1974.7896703711351,2009-05-11T03:40:39.0,1.0176952235537773,0.8452357903688738,-592.8419702019739
146.735,36.228,-1975.7059140798112,2009-05-11T11:22:15.0,0.07016856368118071,0.10472605245406508,-377.3651132369663
150.829,32.667,-1975.8191086114105,2009-05-11T13:14:11.0,-0.1803376030323683,-0.15075330101251389,-554.722119071281
159.018,25.637,-1976.1188891014851,2009-05-12T03:23:03.0,0.0012653504611143834,-0.04765186919865331,-574.5461538898735
152.196,30.278,-1925.9273619712392,2009-05-13T02:20:40.0,0.25869946943318994,0.22565276795481753,-613.4600911878955
146.225,33.776,-1970.0276052874153,2009-05-13T06:04:40.0,0.5089477646298082,0.45955937622126897,-594.6707472564665
156.313,27.775,-1975.7078848085491,2009-05-14T02:07:47.0,0.338978359953656,0.25316403230883155,-633.783646367461
146.151,33.385,-1973.7324112765023,2009-05-15T04:59:10.0,0.4952943922459229,0.3908699194531367,-693.9690085010479
153.262,32.225,-1975.3017338490645,2009-05-15T22:17:40.0,-0.08847610048688932,-0.06961211200991516,-593.956346104886
146.71,36.039,-1975.4436670880536,2009-05-16T14:01:30.0,0.11737374828839134,0.13144020173322415,-416.5069298002805
150.781,32.911,-1975.6801739156745,2009-05-16T16:03:22.0,-0.20611440171679907,-0.14684162547855395,-554.8097570621378
165.691,20.162,-1978.1127467125073,2009-05-20T00:00:00.0,-0.04434279688324218,-0.0060121458853250745,-1090.3849813989755
150.567001342773,32.5639991760254,-1977.803412983885,2009-05-20T23:11:37.0,-0.21636986703887115,-0.18330164600611717,-547.1013438156757
146.734,36.258,-1972.849022879336,2009-05-21T11:37:08.0,0.12850598993293982,0.09211519514624206,-495.53845413505815
150.678,33.143,-1975.2482050852961,2009-05-21T13:21:47.0,0.02873548997064939,-0.013661998213553862,-771.850063918237
159.073,25.618,-1976.8104613512407,2009-05-22T00:40:59.0,0.04678478949239229,-0.015565334103973857,-1187.7135044283543
152.04,30.342,-1960.4548438910304,2009-05-23T04:26:23.0,0.3590107206822043,0.27837508988264753,-593.2556454624932
155.827,27.759,-1975.9070431310417,2009-05-24T04:27:47.0,0.3670933256342166,0.2890293062289865,-593.969858461311
153.165,32.135,-1975.8083493452875,2009-05-25T19:35:33.0,-0.10078431269244761,-0.08430411848306313,-693.4480315256313
147.534,32.853,-1975.394797163771,2009-05-26T12:26:23.0,0.26935919784746665,0.16997955627077393,-792.6421801854794
147.285,36.251,-1973.9318806903143,2009-05-26T14:00:15.0,-0.009019359015279492,0.048893526465028085,-614.2394655645438
